Lead_ID,First_Name,Last_Name,Email,Phone_Number,City,Region,Country,Total_Visits,First_Visit_Date,Last_Visit_Date,Avg_Time_Spent_Sec,Total_Time_Spent_Sec,Pages_Viewed,Active_Time_Window,Product_Pages_Viewed,Primary_Product_Page,Primary_Product_Category,Primary_Product_Value,Cart_Value,Added_To_Cart,Purchased,Purchase_Value,Lead_Source,UTM_Campaign,Engagement_Score,Bounce_Rate,New_vs_Returning,Last_Engaged_Page,Newsletter_Subscribed,WhatsApp_OptIn,Device_Type,Browser,Last_Contact_Date,Lead_Status
L188,Vikram,Patel,vikram.patel60@gmail.com,7945618802,Vadodara,Maharashtra,India,3,01-12-2024,24-02-2025,345,1652,18,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,1246,No,No,0,Social Media,cakes-campaign,43,42,Returning,https://theobroma.in/products/overload-brownie,No,No,Mobile,Chrome,24-02-2025,Lead
L189,Neha,Kapoor,neha.kapoor58@gmail.com,8348681191,Cochin,Tamil Nadu,India,15,17-12-2024,22-02-2025,242,3840,16,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,598,Yes,No,0,Email Campaign,cakes-campaign,23,43,Returning,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,No,Yes,Desktop,Chrome,22-02-2025,Lead
L190,Neha,Kulkarni,neha.kulkarni42@gmail.com,7387647496,Gurgaon,Telangana,India,11,18-12-2024,01-03-2025,193,897,19,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,1834,Yes,No,0,Instagram,cakes-campaign,21,23,New,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,Yes,Tablet,Safari,01-03-2025,Customer
L191,Manoj,Mishra,manoj.mishra21@gmail.com,7175448183,Nagpur,Gujarat,India,6,06-12-2024,01-03-2025,206,4731,16,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,3733,Yes,Yes,200,Direct,cakes-campaign,54,30,Returning,https://theobroma.in/products/lemon-tart,Yes,No,Desktop,Safari,01-03-2025,Active
L192,Vikram,Joshi,vikram.joshi52@gmail.com,7439907618,Kanpur,Telangana,India,9,19-01-2025,24-02-2025,124,1542,8,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,1566,Yes,No,0,Email Campaign,cakes-campaign,76,39,Returning,https://theobroma.in/products/banoffee-tart,Yes,No,Desktop,Chrome,24-02-2025,Lead
L193,Sumit,Vinay,sumit.vinay4@gmail.com,7578219119,Cochin,Maharashtra,India,4,10-01-2025,20-02-2025,360,2765,14,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,3841,Yes,Yes,1200,Direct,cakes-campaign,60,5,New,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Tablet,Edge,20-02-2025,Qualified
L194,Yash,Misra,yash.misra98@gmail.com,8374202694,Mumbai,Uttar Pradesh,India,14,19-12-2024,26-02-2025,326,2614,8,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,480,Yes,Yes,180,Organic Search,cakes-campaign,62,30,Returning,https://theobroma.in/products/dense-loaf-350g,Yes,Yes,Desktop,Safari,26-02-2025,Qualified
L195,Nitin,Sharma,nitin.sharma88@gmail.com,7045382875,Ahmedabad,Rajasthan,India,5,20-01-2025,26-02-2025,167,3081,17,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,861,Yes,No,0,Social Media,cakes-campaign,75,21,New,https://theobroma.in/products/banoffee-tart,No,Yes,Desktop,Chrome,26-02-2025,Customer
L196,Akshay,Tiwari,akshay.tiwari88@gmail.com,9565819065,Vadodara,Kerala,India,1,27-12-2024,27-02-2025,319,4341,13,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,594,No,No,0,Direct,cakes-campaign,13,44,New,https://theobroma.in/products/blueberry-cheesecake,No,No,Desktop,Safari,27-02-2025,Qualified
L197,Manisha,Nambiar,manisha.nambiar76@gmail.com,9770649102,Mysore,Maharashtra,India,4,07-12-2024,22-02-2025,332,3711,9,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,1097,Yes,No,0,Email Campaign,cakes-campaign,93,1,New,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,No,No,Tablet,Chrome,22-02-2025,Active
L198,Deepak,Reddy,deepak.reddy53@gmail.com,9349800996,Kolkata,Maharashtra,India,6,30-12-2024,23-02-2025,283,2939,18,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,4383,Yes,No,0,Instagram,cakes-campaign,65,32,New,https://theobroma.in/products/chocoholic-cake-1-2-kg,Yes,Yes,Desktop,Edge,23-02-2025,Lead
L199,Rohit,Tiwari,rohit.tiwari18@gmail.com,8496616477,Vadodara,Uttar Pradesh,India,9,18-01-2025,25-02-2025,249,3066,2,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,380,Yes,Yes,750,Google Ads,cakes-campaign,71,6,New,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,No,Mobile,Safari,25-02-2025,Customer
L200,Priya,Bhatt,priya.bhatt47@gmail.com,9223487186,Mysore,Madhya Pradesh,India,14,22-01-2025,28-02-2025,385,4734,3,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,4368,Yes,No,0,Direct,cakes-campaign,43,16,New,https://theobroma.in/products/dense-loaf-350g,Yes,No,Desktop,Chrome,28-02-2025,Customer
L201,Neha,Mishra,neha.mishra25@gmail.com,9081540506,Thiruvananthapuram,Tamil Nadu,India,9,23-12-2024,23-02-2025,247,525,5,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,4566,Yes,No,0,Facebook,cakes-campaign,77,30,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Desktop,Chrome,23-02-2025,Customer
L202,Swati,Nambiar,swati.nambiar16@gmail.com,8760016610,Vadodara,Kerala,India,15,06-12-2024,23-02-2025,281,1989,7,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,4770,Yes,No,0,Email Campaign,cakes-campaign,73,13,Returning,https://theobroma.in/products/lemon-tart,No,No,Desktop,Chrome,23-02-2025,Customer
L203,Manoj,Mehta,manoj.mehta16@gmail.com,7220159523,Lucknow,West Bengal,India,9,08-12-2024,27-02-2025,382,1427,3,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,1073,Yes,Yes,1050,Direct,cakes-campaign,63,43,New,https://theobroma.in/products/chocoholic-cake-1-2-kg,Yes,No,Mobile,Edge,27-02-2025,Customer
L204,Megha,Sharma,megha.sharma96@gmail.com,7331067797,Surat,Rajasthan,India,7,28-01-2025,28-02-2025,371,1213,7,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,2542,Yes,No,0,Instagram,cakes-campaign,79,8,Returning,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Yes,No,Desktop,Safari,28-02-2025,Qualified
L205,Suresh,Saxena,suresh.saxena79@gmail.com,7547044755,Coimbatore,Haryana,India,9,14-12-2024,19-02-2025,227,2609,6,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,672,Yes,Yes,460,Organic Search,cakes-campaign,18,47,Returning,https://theobroma.in/products/millionaire-brownie,Yes,Yes,Desktop,Chrome,19-02-2025,Lead
L206,Riya,Kapoor,riya.kapoor38@gmail.com,9734421265,Vadodara,Gujarat,India,8,10-01-2025,01-03-2025,107,2048,5,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,103,Yes,Yes,1050,Email Campaign,cakes-campaign,26,45,Returning,https://theobroma.in/products/chocoholic-cake-1-2-kg,No,No,Tablet,Chrome,01-03-2025,Lead
L207,Ravi,Nambiar,ravi.nambiar18@gmail.com,7592309992,Mysore,West Bengal,India,8,27-12-2024,22-02-2025,256,1636,17,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,2455,Yes,Yes,180,Social Media,cakes-campaign,70,48,New,https://theobroma.in/products/dense-loaf-350g,No,No,Mobile,Edge,22-02-2025,Qualified
L208,Anurag,Verma,anurag.verma40@gmail.com,8022311037,Coimbatore,Maharashtra,India,6,08-12-2024,22-02-2025,295,1297,5,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,2887,No,Yes,220,Facebook,cakes-campaign,97,5,Returning,https://theobroma.in/products/banoffee-tart,No,Yes,Tablet,Edge,22-02-2025,Active
L209,Vaida,Tripathi,vaida.tripathi42@gmail.com,7678443371,Kolkata,Gujarat,India,12,29-12-2024,26-02-2025,212,1960,1,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,2116,Yes,Yes,280,Google Ads,cakes-campaign,45,37,New,https://theobroma.in/products/chocoholic-mousse-pastry,No,No,Tablet,Safari,26-02-2025,Lead
L210,Rajesh,Menon,rajesh.menon69@gmail.com,9028604544,Dehradun,Uttar Pradesh,India,11,24-01-2025,20-02-2025,314,4238,20,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,2773,Yes,Yes,220,Email Campaign,cakes-campaign,93,34,New,https://theobroma.in/products/banoffee-tart,No,Yes,Mobile,Chrome,20-02-2025,Customer
L211,Manisha,Sharma,manisha.sharma38@gmail.com,8618797116,Kanpur,Punjab,India,6,08-01-2025,27-02-2025,276,4461,17,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,1841,No,Yes,280,Email Campaign,cakes-campaign,84,15,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,No,Tablet,Edge,27-02-2025,Qualified
L212,Sumit,Mishra,sumit.mishra71@gmail.com,8721551309,Ahmedabad,Tamil Nadu,India,7,02-12-2024,27-02-2025,330,2859,15,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,3121,Yes,No,0,Email Campaign,cakes-campaign,98,39,New,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,No,Yes,Tablet,Edge,27-02-2025,Active
L213,Priya,Singh,priya.singh12@gmail.com,9466483040,Pune,West Bengal,India,11,31-12-2024,26-02-2025,314,3402,13,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,389,Yes,No,0,Email Campaign,cakes-campaign,21,48,New,https://theobroma.in/products/banoffee-tart,Yes,Yes,Mobile,Edge,26-02-2025,Customer
L214,Neha,Malhotra,neha.malhotra24@gmail.com,8574118132,Nagpur,Tamil Nadu,India,1,19-12-2024,21-02-2025,226,1851,8,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,839,Yes,Yes,280,Google Ads,cakes-campaign,42,34,New,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,No,Desktop,Edge,21-02-2025,Active
L215,Rohit,Vinay,rohit.vinay15@gmail.com,8278660461,Hyderabad,Uttarakhand,India,9,22-12-2024,28-02-2025,330,1512,6,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3833,Yes,No,0,Email Campaign,cakes-campaign,88,18,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Desktop,Edge,28-02-2025,Lead
L216,Divya,Patel,divya.patel27@gmail.com,8973883244,Gurgaon,Delhi,India,1,21-01-2025,28-02-2025,332,795,1,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,1511,No,No,0,Direct,cakes-campaign,25,32,New,https://theobroma.in/products/overload-brownie,Yes,Yes,Tablet,Edge,28-02-2025,Customer
L217,Arjun,Mehta,arjun.mehta87@gmail.com,7796507679,Kanpur,Maharashtra,India,5,24-01-2025,28-02-2025,193,3218,19,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,1788,Yes,No,0,Google Ads,cakes-campaign,97,21,Returning,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,No,No,Mobile,Safari,28-02-2025,Lead
L218,Ananya,Menon,ananya.menon47@gmail.com,7966912924,Noida,Telangana,India,2,07-01-2025,20-02-2025,169,594,8,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,4452,Yes,Yes,980,Organic Search,cakes-campaign,12,23,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Desktop,Edge,20-02-2025,Customer
L219,Ravi,Joshi,ravi.joshi92@gmail.com,8618306602,Delhi,Tamil Nadu,India,4,31-12-2024,25-02-2025,190,2174,17,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,1581,Yes,No,0,Email Campaign,cakes-campaign,78,11,New,https://theobroma.in/products/dense-loaf-350g,No,Yes,Mobile,Edge,25-02-2025,Active
L220,Akshay,Tiwari,akshay.tiwari20@gmail.com,8066751749,Varanasi,Uttar Pradesh,India,12,01-01-2025,21-02-2025,233,1794,13,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,3294,Yes,Yes,850,Organic Search,cakes-campaign,13,41,Returning,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,No,Yes,Desktop,Safari,21-02-2025,Customer
L221,Divya,Menon,divya.menon16@gmail.com,9577582602,Noida,Punjab,India,13,21-12-2024,23-02-2025,382,2796,6,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,3105,Yes,No,0,Google Ads,cakes-campaign,78,20,Returning,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Yes,Yes,Mobile,Safari,23-02-2025,Customer
L222,Amit,Agarwal,amit.agarwal57@gmail.com,8335486658,Thiruvananthapuram,Haryana,India,7,17-12-2024,01-03-2025,299,3258,17,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,3896,Yes,No,0,Direct,cakes-campaign,69,41,New,https://theobroma.in/products/dense-loaf-350g,Yes,Yes,Tablet,Chrome,01-03-2025,Lead
L223,Preeti,Bhardwaj,preeti.bhardwaj37@gmail.com,7726707821,Meerut,Telangana,India,5,01-12-2024,24-02-2025,137,2482,20,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,1390,No,No,0,Google Ads,cakes-campaign,71,27,New,https://theobroma.in/products/lemon-tart,Yes,Yes,Desktop,Chrome,24-02-2025,Lead
L224,Nitin,Singh,nitin.singh86@gmail.com,8547502049,Bengaluru,Madhya Pradesh,India,3,14-01-2025,23-02-2025,337,872,3,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,3292,Yes,No,0,Organic Search,cakes-campaign,54,7,Returning,https://theobroma.in/products/overload-brownie,Yes,No,Mobile,Chrome,23-02-2025,Qualified
L225,Akshay,Mehta,akshay.mehta82@gmail.com,7616240623,Kanpur,Delhi,India,14,03-01-2025,24-02-2025,379,3905,13,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,4847,Yes,No,0,Social Media,cakes-campaign,24,2,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,Yes,Yes,Desktop,Chrome,24-02-2025,Qualified
L226,Rohit,Malhotra,rohit.malhotra28@gmail.com,9648163048,Delhi,Punjab,India,15,06-01-2025,21-02-2025,366,3725,13,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,4069,No,No,0,Direct,cakes-campaign,80,24,Returning,https://theobroma.in/products/strawberry-custard-cake-1,Yes,No,Mobile,Safari,21-02-2025,Qualified
L227,Sanjay,Patel,sanjay.patel40@gmail.com,7419407209,Pune,Madhya Pradesh,India,11,08-12-2024,23-02-2025,227,3146,1,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,3351,No,Yes,280,Google Ads,cakes-campaign,78,2,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,Yes,Desktop,Edge,23-02-2025,Active
L228,Neha,Rathod,neha.rathod46@gmail.com,7371942669,Bengaluru,West Bengal,India,13,16-12-2024,23-02-2025,187,2649,12,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,2281,Yes,Yes,500,Social Media,cakes-campaign,15,29,New,https://theobroma.in/products/overload-brownie,No,No,Tablet,Safari,23-02-2025,Customer
L229,Sunita,Verma,sunita.verma45@gmail.com,9999512247,Mumbai,Kerala,India,3,23-12-2024,28-02-2025,219,4313,2,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,4853,Yes,Yes,220,Social Media,cakes-campaign,86,5,Returning,https://theobroma.in/products/banoffee-tart,No,Yes,Desktop,Safari,28-02-2025,Qualified
L230,Nitin,Tripathi,nitin.tripathi9@gmail.com,7873672808,Varanasi,Rajasthan,India,10,05-01-2025,01-03-2025,264,1729,12,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,456,Yes,Yes,220,Facebook,cakes-campaign,56,25,New,https://theobroma.in/products/banoffee-tart,Yes,No,Mobile,Chrome,01-03-2025,Qualified
L231,Suresh,Kapoor,suresh.kapoor95@gmail.com,8274742409,Gurgaon,Madhya Pradesh,India,12,17-01-2025,23-02-2025,186,4665,6,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,716,No,Yes,500,Instagram,cakes-campaign,100,44,New,https://theobroma.in/products/overload-brownie,Yes,No,Mobile,Safari,23-02-2025,Qualified
L232,Kerala,Kulkarni,kerala.kulkarni53@gmail.com,7746395705,Nagpur,Kerala,India,9,22-12-2024,27-02-2025,320,4954,8,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,2590,Yes,No,0,Social Media,cakes-campaign,82,4,New,https://theobroma.in/products/choco-chip-brownie,Yes,Yes,Desktop,Chrome,27-02-2025,Active
L233,Ravi,Mishra,ravi.mishra98@gmail.com,9972057456,Cochin,Telangana,India,15,21-12-2024,19-02-2025,231,2728,15,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,2346,No,No,0,Organic Search,cakes-campaign,78,5,Returning,https://theobroma.in/products/banoffee-tart,No,No,Mobile,Edge,19-02-2025,Customer
L234,Swati,Kapoor,swati.kapoor81@gmail.com,8227816936,Cochin,Uttar Pradesh,India,11,13-01-2025,20-02-2025,241,4883,5,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,980,Yes,Yes,750,Direct,cakes-campaign,99,21,Returning,https://theobroma.in/products/strawberry-custard-cake-1,Yes,No,Tablet,Edge,20-02-2025,Lead
L235,Kerala,Agarwal,kerala.agarwal91@gmail.com,7946824870,Thiruvananthapuram,Telangana,India,2,16-12-2024,22-02-2025,277,3981,11,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2798,Yes,Yes,980,Facebook,cakes-campaign,61,46,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Tablet,Chrome,22-02-2025,Qualified
L236,Manoj,Chaudhary,manoj.chaudhary14@gmail.com,8351412330,Bengaluru,Karnataka,India,6,26-12-2024,19-02-2025,366,3683,12,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,1321,Yes,Yes,200,Direct,cakes-campaign,48,41,New,https://theobroma.in/products/lemon-tart,Yes,No,Tablet,Chrome,19-02-2025,Customer
L237,Suresh,Agarwal,suresh.agarwal26@gmail.com,7798852803,Pune,Rajasthan,India,15,13-01-2025,19-02-2025,384,2976,18,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,1293,Yes,Yes,750,Instagram,cakes-campaign,65,4,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,Yes,No,Tablet,Chrome,19-02-2025,Active
L238,Ajay,Kulkarni,ajay.kulkarni10@gmail.com,9580522002,Kolkata,Kerala,India,7,21-12-2024,20-02-2025,233,3347,8,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,1543,Yes,Yes,1200,Facebook,cakes-campaign,80,30,Returning,https://theobroma.in/products/blueberry-cheesecake,No,No,Desktop,Edge,20-02-2025,Customer
L239,Nitin,Joshi,nitin.joshi9@gmail.com,9896337050,Pune,Uttar Pradesh,India,9,22-12-2024,23-02-2025,164,1554,2,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,3306,Yes,Yes,750,Facebook,cakes-campaign,16,6,New,https://theobroma.in/products/strawberry-custard-cake-1,Yes,Yes,Mobile,Chrome,23-02-2025,Customer
L240,Priya,Gupta,priya.gupta43@gmail.com,8584206787,Gurgaon,Maharashtra,India,8,24-12-2024,25-02-2025,151,3824,8,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,2814,Yes,No,0,Email Campaign,cakes-campaign,10,1,Returning,https://theobroma.in/products/choco-chip-brownie,Yes,Yes,Tablet,Safari,25-02-2025,Customer
L241,Priya,Jog,priya.jog49@gmail.com,7741462323,Noida,Maharashtra,India,15,07-01-2025,22-02-2025,282,3613,16,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,3842,Yes,No,0,Facebook,cakes-campaign,82,25,New,https://theobroma.in/products/choco-chip-brownie,No,No,Mobile,Safari,22-02-2025,Active
L242,Vikram,Nambiar,vikram.nambiar46@gmail.com,7343271707,Thiruvananthapuram,Maharashtra,India,4,27-12-2024,22-02-2025,310,2045,19,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,1503,No,Yes,1050,Email Campaign,cakes-campaign,17,42,New,https://theobroma.in/products/chocoholic-cake-1-2-kg,No,No,Mobile,Safari,22-02-2025,Lead
L243,Arjun,Gupta,arjun.gupta66@gmail.com,7025552470,Indore,Maharashtra,India,12,19-12-2024,27-02-2025,175,3651,20,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,1602,No,Yes,220,Organic Search,cakes-campaign,97,28,Returning,https://theobroma.in/products/banoffee-tart,No,Yes,Tablet,Edge,27-02-2025,Active
L244,Pooja,Kapoor,pooja.kapoor14@gmail.com,7854784095,Hyderabad,Gujarat,India,3,03-01-2025,25-02-2025,216,1645,20,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,692,Yes,Yes,460,Direct,cakes-campaign,92,41,Returning,https://theobroma.in/products/millionaire-brownie,No,Yes,Mobile,Edge,25-02-2025,Qualified
L245,Manisha,Rathod,manisha.rathod85@gmail.com,8267977248,Chennai,Uttarakhand,India,9,26-12-2024,26-02-2025,379,4836,14,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2223,Yes,No,0,Email Campaign,cakes-campaign,19,17,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Mobile,Safari,26-02-2025,Lead
L246,Deepak,Saxena,deepak.saxena39@gmail.com,9990235833,Chennai,Uttar Pradesh,India,6,25-01-2025,25-02-2025,244,1665,10,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,74,Yes,No,0,Organic Search,cakes-campaign,90,44,New,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,No,Tablet,Edge,25-02-2025,Customer
L247,Rajesh,Menon,rajesh.menon73@gmail.com,7642952823,Pune,Maharashtra,India,11,06-01-2025,19-02-2025,317,1948,11,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,883,No,No,0,Direct,cakes-campaign,15,14,Returning,https://theobroma.in/products/millionaire-brownie,Yes,Yes,Tablet,Edge,19-02-2025,Active
L248,Rajesh,Dasgupta,rajesh.dasgupta3@gmail.com,8746206194,Delhi,Kerala,India,1,26-12-2024,20-02-2025,242,1206,13,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,440,Yes,Yes,980,Organic Search,cakes-campaign,26,22,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Tablet,Edge,20-02-2025,Qualified
L249,Neha,Tiwari,neha.tiwari46@gmail.com,8368193410,Surat,Uttar Pradesh,India,15,08-01-2025,23-02-2025,244,1913,9,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,2848,Yes,Yes,750,Instagram,cakes-campaign,65,33,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,Yes,Mobile,Chrome,23-02-2025,Customer
L250,Suresh,Bhatt,suresh.bhatt78@gmail.com,9630603718,Thiruvananthapuram,Kerala,India,14,06-12-2024,21-02-2025,288,1116,19,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,2549,No,No,0,Social Media,cakes-campaign,82,25,Returning,https://theobroma.in/products/banoffee-tart,Yes,No,Mobile,Safari,21-02-2025,Lead
L251,Kerala,Patel,kerala.patel44@gmail.com,7230349275,Dehradun,Tamil Nadu,India,1,01-01-2025,27-02-2025,147,628,8,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,3928,Yes,Yes,200,Social Media,cakes-campaign,90,32,Returning,https://theobroma.in/products/lemon-tart,No,No,Mobile,Chrome,27-02-2025,Customer
