lead_id,name,company,title,industry,region,website_visits,pages_per_visit,time_on_site,content_downloads,lead_source,converted,stage
L23045,Daniel Gutierrez,"Pena, Carter and Ochoa",Account Manager,Technology,North America,5,5.0,1546,0,Direct Traffic,1,Proposal
L23046,Catherine Clark,Scott LLC,Business Development Executive,Healthcare,Oceania,0,0.0,0,0,Reference,1,Prospecting
L23047,Christopher Castaneda,Hall Ltd,Marketing Manager,Retail,North America,3,1.5,1288,0,Direct Traffic,0,Prospecting
L23048,Daniel Walker,Chapman Inc,Head of Sales,Healthcare,Asia,6,6.0,938,1,Google,1,Prospecting
L23049,Wayne Salinas,Contreras Group,VP of Marketing,Healthcare,Oceania,4,1.33,1655,1,Direct Traffic,1,Qualification
L23050,Ashley Murphy,"Stanley, Johnson and Mendoza",VP of Marketing,Finance,Europe,14,14.0,1627,1,Organic Search,1,Prospecting
L23051,Angela Lyons,Duarte-Bailey,Sales Director,Healthcare,Europe,3,3.0,399,0,bing,1,Prospecting
L23052,Roberto Newman,"Le, Smith and Hess",Business Development Executive,Software,Europe,5,5.0,87,0,Google,0,Proposal
L23053,Edward Hughes,"Ochoa, Valentine and Russo",Sales Director,Retail,Oceania,0,0.0,0,0,Reference,1,Qualification
L23054,Tanya Smith,Dudley-Rogers,Head of Sales,Retail,Africa,3,1.5,336,1,Direct Traffic,0,Closed Won
L23055,Steven Rivera,Mercado-Lee,Revenue Ops Analyst,Healthcare,Europe,5,1.67,253,0,Referral Sites,0,Prospecting
L23056,Michael Jenkins,Thomas PLC,Account Manager,Software,Asia,4,4.0,827,2,Google,1,Proposal
L23057,Matthew Wright,"Mcmillan, Mata and Fisher",Business Development Executive,Manufacturing,South America,6,6.0,1668,1,Google,1,Qualification
L23058,Kyle Velez,Nelson LLC,Business Development Executive,Manufacturing,North America,7,3.5,1028,0,Direct Traffic,0,Qualification
L23059,James Clark,Mullins Ltd,Revenue Ops Analyst,Software,Africa,5,1.67,1763,2,Direct Traffic,1,Prospecting
L23060,Donna Moran,George Group,Chief Product Officer,Consulting,South America,0,0.0,0,0,Olark Chat,0,Prospecting
L23061,David Parsons,Wilkerson-Young,Marketing Manager,Retail,Oceania,0,0.0,0,0,Olark Chat,0,Closed Won
L23062,Roberto Young,"Robinson, Montgomery and Hunt",VP of Marketing,Manufacturing,South America,2,2.0,135,0,Google,0,Prospecting
L23063,Joseph Lewis,Paul LLC,Sales Director,Consulting,Africa,4,4.0,1190,1,Google,1,Prospecting
L23064,Andrea Sanchez,Jefferson-Zamora,Head of Sales,Technology,Oceania,2,2.0,215,1,Direct Traffic,0,Negotiation
L23065,Rebecca Simmons,Hill-Morales,Account Manager,Healthcare,Europe,5,5.0,1489,0,Google,1,Prospecting
L23066,Kevin Brown,Foster and Sons,Account Manager,Manufacturing,Asia,0,0.0,0,2,Facebook,0,Closed Won
L23067,Alex Castaneda,Christensen-Burch,VP of Marketing,Consulting,Europe,6,6.0,203,3,Organic Search,0,Proposal
L23068,Rachel Boyd,"Rhodes, Weiss and Mitchell",Head of Sales,Consulting,Oceania,0,0.0,0,0,Olark Chat,1,Qualification
L23069,Victor Lee,Maldonado-Martinez,Revenue Ops Analyst,Technology,Europe,6,2.0,1086,0,Referral Sites,1,Prospecting
L23070,Jamie Knox,Alexander-Morrison,VP of Marketing,Technology,Oceania,9,1.8,57,1,Direct Traffic,0,Qualification
L23071,Jason Donaldson,Hancock-Martinez,Sales Director,Technology,South America,2,2.0,727,1,Google,1,Proposal
L23072,Austin Keller,"Chapman, Macdonald and Watson",Revenue Ops Analyst,Finance,Asia,2,2.0,295,0,Direct Traffic,0,Proposal
L23073,Steven Quinn,"Nguyen, Ross and Martin",Sales Director,Consulting,Europe,3,3.0,1191,0,Google,0,Proposal
L23074,Oscar Brown,Williams PLC,Revenue Ops Analyst,Retail,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L23075,Anna Jennings,"Evans, Suarez and Riley",Business Development Executive,Technology,Europe,2,2.0,510,1,Google,0,Qualification
L23076,Mary Martinez,Ayers-Lamb,Chief Product Officer,Healthcare,Europe,6,6.0,251,1,Google,1,Closed Won
L23077,Paula Guzman,Curtis-Gray,Account Manager,Retail,Asia,6,3.0,288,1,Direct Traffic,0,Prospecting
L23078,Aaron Arnold,"Davidson, Clark and Parsons",Growth Lead,Technology,Oceania,0,0.0,0,0,Olark Chat,0,Prospecting
L23079,Annette Chang,Martin-Byrd,Business Development Executive,Consulting,South America,0,0.0,0,1,Olark Chat,0,Qualification
L23080,Ethan Williams,Wilson Group,Head of Sales,Retail,South America,4,4.0,1049,0,Google,1,Prospecting
L23081,Susan Hardin,Hart Ltd,VP of Marketing,Healthcare,Europe,7,7.0,60,0,Organic Search,1,Closed Lost
L23082,James Harding,"Campbell, Cabrera and Dickerson",Sales Director,Retail,Oceania,5,2.5,100,0,Google,1,Qualification
L23083,Anthony Harrison,"Morgan, Larson and Reyes",VP of Marketing,Manufacturing,Oceania,3,3.0,1039,0,Direct Traffic,1,Closed Lost
L23084,Brittany Sutton,Goodwin Ltd,Chief Product Officer,Healthcare,Asia,0,0.0,0,1,Reference,1,Prospecting
L23085,Daniel Graham,Conley Ltd,Account Manager,Healthcare,Africa,12,1.71,9,2,Direct Traffic,0,Closed Won
L23086,Kevin Zhang,Wells-Smith,Account Manager,Healthcare,North America,6,3.0,396,1,Google,0,Proposal
L23087,Bianca Peters,Chaney Group,Marketing Manager,Finance,Oceania,0,0.0,0,0,Olark Chat,0,Prospecting
L23088,Melanie Hensley,Compton LLC,Marketing Manager,Finance,Europe,8,8.0,387,0,Organic Search,1,Proposal
L23089,Tyler Santana,"Allen, Rice and Nelson",Growth Lead,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L23090,Dr. Sarah Conrad,"Martin, Henry and Davis",Chief Product Officer,Retail,Oceania,0,0.0,0,0,Olark Chat,0,Proposal
L23091,Michael Henry,"Gray, Fuentes and Howe",Account Manager,Consulting,Oceania,7,3.5,894,0,Google,1,Prospecting
L23092,Judith Taylor,Foster-Hines,Business Development Executive,Finance,Europe,3,3.0,1182,1,Organic Search,0,Qualification
L23093,David Thompson,"Fuller, Jones and Torres",Revenue Ops Analyst,Healthcare,Asia,6,3.0,1073,0,Direct Traffic,0,Proposal
L23094,Zachary Porter,Boyle-Nguyen,Account Manager,Consulting,Africa,1,1.0,815,0,Referral Sites,0,Negotiation
L23095,Kristy Gonzales,Larsen-Brown,Head of Sales,Healthcare,Europe,6,1.5,178,0,Organic Search,0,Proposal
L23096,Ariana Cunningham,"Dillon, Jones and Brown",VP of Marketing,Consulting,Asia,2,1.0,970,0,Google,1,Qualification
L23097,Walter Johnson,"Hill, Thomas and Gomez",Growth Lead,Consulting,North America,0,0.0,0,1,Olark Chat,0,Proposal
L23098,Jason Warner,Peck PLC,Sales Director,Healthcare,Africa,1,1.0,213,0,Referral Sites,0,Prospecting
L23099,Justin Summers,Alvarado PLC,Chief Product Officer,Finance,Europe,11,5.5,529,0,Organic Search,0,Proposal
L23100,Matthew Moon,"Flores, Craig and White",Head of Sales,Manufacturing,South America,3,1.5,533,1,Direct Traffic,0,Prospecting
L23101,Nicole Jones,"Norman, Fuller and Martin",Sales Director,Software,Oceania,0,0.0,0,0,Reference,1,Prospecting
L23102,Carrie Sullivan,"Wilson, Johnson and Rojas",Revenue Ops Analyst,Manufacturing,Europe,5,5.0,409,1,Google,0,Proposal
L23103,Cynthia Meyer,"Norris, Green and Moore",Sales Director,Software,Asia,10,5.0,1448,0,Direct Traffic,0,Qualification
L23104,Amy Moore,Price-Jacobson,Chief Product Officer,Software,Asia,3,3.0,404,3,Direct Traffic,0,Proposal
L23105,Jennifer Alvarez,Young-Jones,Head of Sales,Software,Europe,5,5.0,1254,1,Organic Search,1,Closed Won
L23106,Peter Garcia,"Gonzalez, Jackson and Nguyen",Account Manager,Retail,Europe,2,2.0,67,0,Direct Traffic,0,Negotiation
L23107,Alison Chambers,Duke-Chung,Growth Lead,Healthcare,Asia,1,1.0,186,0,Direct Traffic,0,Prospecting
L23108,James Ford,Macdonald Ltd,Revenue Ops Analyst,Finance,North America,3,1.5,370,0,Google,1,Prospecting
L23109,James Barrett,Garcia PLC,Business Development Executive,Retail,South America,3,3.0,1019,0,Google,1,Closed Lost
L23110,Heather Macias,Monroe-Davis,Marketing Manager,Retail,Africa,3,3.0,1275,0,Google,0,Negotiation
L23111,Sean Hardin,Lucas-Turner,Growth Lead,Consulting,Asia,10,3.33,408,0,Organic Search,0,Prospecting
L23112,Audrey Smith,"Norton, Phillips and Lyons",VP of Marketing,Healthcare,South America,3,1.5,34,1,Direct Traffic,0,Proposal
L23113,Brent Landry,Dyer-Sharp,Sales Director,Technology,Asia,4,4.0,9,0,Google,0,Prospecting
L23114,Alyssa Smith,Stone Group,Growth Lead,Software,Asia,8,4.0,1286,1,Google,1,Qualification
L23115,Erica Sweeney,"Johnston, Grimes and Williamson",Sales Director,Consulting,Oceania,2,1.0,1499,0,Google,1,Prospecting
L23116,Kara Cervantes,Weaver-Avila,Business Development Executive,Manufacturing,Europe,3,3.0,372,0,Direct Traffic,0,Closed Won
L23117,David Cameron,Clayton Inc,Revenue Ops Analyst,Technology,Asia,4,4.0,348,0,Direct Traffic,0,Prospecting
L23118,Susan Molina,Shaw-Montgomery,Marketing Manager,Consulting,Oceania,0,0.0,0,0,Olark Chat,0,Proposal
L23119,Justin Jones,"Berg, Torres and Little",Account Manager,Software,South America,0,0.0,0,0,Olark Chat,0,Closed Won
L23120,Kerry Baker,"Green, Perez and Harris",Sales Director,Consulting,North America,13,2.17,1219,1,Organic Search,1,Closed Lost
L23121,Gerald Velazquez,"Greene, Thompson and Davis",Business Development Executive,Manufacturing,Asia,2,2.0,451,1,Google,0,Proposal
L23122,Tonya Mahoney,"Davidson, Sandoval and Maldonado",Business Development Executive,Retail,Europe,0,0.0,0,1,Olark Chat,1,Negotiation
L23123,Christopher Peck,"Miller, Simmons and Walker",Growth Lead,Consulting,Oceania,2,2.0,246,0,Direct Traffic,0,Prospecting
L23124,Jacob Hines,Castro Ltd,Business Development Executive,Consulting,Oceania,0,0.0,0,1,Olark Chat,0,Proposal
L23125,Dustin Golden,"Richardson, Wright and Murphy",Head of Sales,Healthcare,Oceania,2,2.0,1290,1,Google,1,Proposal
L23126,Christian Osborn,Shaw Inc,Revenue Ops Analyst,Technology,Europe,3,3.0,262,0,Google,1,Prospecting
L23127,Kelly Tran,"Neal, Aguilar and Higgins",Business Development Executive,Manufacturing,Europe,2,2.0,242,1,Direct Traffic,0,Prospecting
L23128,Thomas Cortez,Torres-Hall,Head of Sales,Finance,Africa,0,0.0,0,0,Olark Chat,0,Negotiation
L23129,Brittany Simmons,"Garrett, Martin and Green",Growth Lead,Retail,Europe,2,2.0,125,0,Direct Traffic,0,Prospecting
L23130,Susan Richardson,"Collins, Collins and Jones",Head of Sales,Manufacturing,Europe,5,1.67,48,1,Direct Traffic,0,Negotiation
L23131,Annette Richmond,Walters-Williams,Marketing Manager,Healthcare,Asia,2,2.0,942,0,Direct Traffic,1,Closed Lost
L23132,Allison Clark,Warner-White,Head of Sales,Consulting,Asia,5,5.0,30,2,Google,0,Closed Lost
L23133,Stacey Rivera,Lee and Sons,VP of Marketing,Technology,Asia,2,2.0,190,1,Direct Traffic,0,Proposal
L23134,Kathryn Sanders,Winters Group,Revenue Ops Analyst,Healthcare,Oceania,0,0.0,0,1,Olark Chat,0,Negotiation
L23135,William Brandt,Ray and Sons,Marketing Manager,Software,Oceania,2,1.0,178,0,Google,0,Proposal
L23136,Thomas Smith,"Kelley, Nelson and Mason",Growth Lead,Retail,Europe,0,0.0,0,0,Reference,1,Qualification
L23137,Mrs. Lauren Weber,Anderson LLC,Head of Sales,Consulting,South America,0,0.0,0,0,Olark Chat,0,Qualification
L23138,Brenda Burton,"Brown, Bailey and Stewart",Business Development Executive,Finance,South America,5,2.5,813,0,Direct Traffic,1,Proposal
L23139,Theresa Ware,Perez-Collins,Marketing Manager,Manufacturing,Asia,3,1.5,1158,0,Direct Traffic,1,Proposal
L23140,Ethan Castaneda,"Ross, Graham and Garcia",VP of Marketing,Software,Europe,0,0.0,0,1,Olark Chat,0,Qualification
L23141,Chloe Sanchez,Mitchell-Allen,Head of Sales,Healthcare,Europe,5,2.5,448,1,Google,0,Prospecting
L23142,Diana Wagner PhD,Sexton LLC,Account Manager,Healthcare,North America,24,3.43,282,0,Google,1,Negotiation
L23143,Seth Pearson,"Hickman, Jones and Williams",Account Manager,Software,Africa,0,0.0,0,0,Reference,1,Closed Won
L23144,Tony Mays,Jackson-Brown,VP of Marketing,Consulting,Oceania,11,5.5,442,0,Google,1,Qualification
L23145,Nancy Welch,Gaines and Sons,Account Manager,Retail,North America,4,4.0,1088,1,Google,1,Closed Lost
L23146,Robert Bowman,Evans Group,Chief Product Officer,Consulting,Asia,13,6.5,373,0,Organic Search,1,Qualification
L23147,Thomas Beck,"White, Cain and Crane",Account Manager,Manufacturing,North America,2,2.0,418,0,Google,0,Qualification
L23148,Michelle Bonilla,"Bonilla, Ortiz and Fry",Growth Lead,Healthcare,Oceania,5,5.0,745,0,Direct Traffic,1,Negotiation
L23149,Nathaniel Lee,Hernandez-Johnson,Marketing Manager,Finance,Europe,2,2.0,761,1,Direct Traffic,0,Qualification
L23150,Anthony Flowers,"Baker, Mcmahon and Rollins",Sales Director,Finance,Oceania,0,0.0,0,0,Reference,1,Negotiation
L23151,Jay Cooper,Owens-Vazquez,Revenue Ops Analyst,Manufacturing,South America,6,3.0,153,0,Google,0,Prospecting
L23152,Howard Duncan,"Brooks, Campos and Black",Head of Sales,Manufacturing,North America,2,1.0,1132,1,Google,1,Closed Won
L23153,Tiffany Rodriguez,Peterson Group,Growth Lead,Healthcare,Oceania,0,0.0,0,0,Reference,1,Closed Won
L23154,Mary Powell,Carlson PLC,Business Development Executive,Technology,North America,5,1.67,1387,2,Olark Chat,1,Prospecting
L23155,David Ritter,Shepard LLC,Business Development Executive,Technology,Europe,4,4.0,1132,0,Organic Search,1,Closed Won
L23156,Anthony Farmer,Noble-Hammond,Business Development Executive,Retail,Europe,2,2.0,70,0,Google,1,Prospecting
L23157,Brittany Jackson,"Watson, Gallagher and Holden",Head of Sales,Retail,North America,6,6.0,1217,0,Google,0,Prospecting
L23158,Karen Peterson,"Mccoy, Murray and Ali",Sales Director,Manufacturing,Asia,0,0.0,0,0,Olark Chat,1,Proposal
L23159,Mary Flores,Davis Group,Revenue Ops Analyst,Healthcare,Europe,8,8.0,164,0,Organic Search,0,Proposal
L23160,Darlene Alvarez,Powell Group,Business Development Executive,Technology,Europe,13,13.0,181,0,Organic Search,0,Prospecting
L23161,Jessica Ramirez,Watkins-Diaz,Head of Sales,Retail,North America,4,4.0,113,0,Google,0,Prospecting
L23162,Carlos Brown,Kaiser and Sons,Business Development Executive,Finance,Asia,4,4.0,1652,0,Organic Search,1,Closed Won
L23163,Jared Morales,Haas Group,Account Manager,Healthcare,South America,4,4.0,21,0,Direct Traffic,0,Closed Lost
L23164,Rebecca Morales,Foley and Sons,Business Development Executive,Healthcare,South America,3,3.0,173,0,Direct Traffic,0,Prospecting
L23165,Benjamin Carlson,Valenzuela-Wise,Revenue Ops Analyst,Manufacturing,Europe,2,2.0,369,0,Google,1,Closed Won
L23166,Victoria Spears,Ray-Simpson,Marketing Manager,Software,Asia,2,2.0,459,0,Direct Traffic,0,Qualification
L23167,Ashley Page,Sims Ltd,Revenue Ops Analyst,Finance,Oceania,4,4.0,390,0,Direct Traffic,1,Closed Lost
L23168,Beverly Davis,"Murphy, Weber and Cook",Marketing Manager,Finance,Europe,2,2.0,1770,0,Direct Traffic,1,Proposal
L23169,Brittany Hayes,"Rogers, Patterson and Lam",Marketing Manager,Consulting,Oceania,9,3.0,1063,0,Organic Search,0,Prospecting
L23170,Danielle Hernandez,Gonzalez Ltd,Head of Sales,Consulting,South America,6,6.0,1049,0,Google,0,Prospecting
L23171,Samantha Henry,Brooks-Aguilar,Sales Director,Technology,South America,0,0.0,0,1,Olark Chat,0,Qualification
L23172,Kelly Williamson,Freeman-Mcconnell,Growth Lead,Finance,Europe,2,2.0,1409,0,Google,0,Qualification
L23173,Jonathan Lucas,Garcia-Ortiz,VP of Marketing,Technology,North America,0,0.0,0,2,Reference,1,Qualification
L23174,Alex Smith,Carlson-Davis,Revenue Ops Analyst,Finance,Europe,2,1.0,346,0,Google,0,Closed Won
L23175,Jennifer Miller,Perez PLC,Growth Lead,Technology,Oceania,4,4.0,854,2,Google,1,Qualification
L23176,Denise Graham,"Bridges, Thompson and Fitzgerald",Growth Lead,Manufacturing,Africa,0,0.0,0,0,Olark Chat,0,Proposal
L23177,Mark Reynolds,"Reid, Shaffer and Johnson",Revenue Ops Analyst,Retail,Europe,4,4.0,395,1,Google,1,Qualification
L23178,Gregory Bishop,Frank Group,Chief Product Officer,Software,Africa,8,8.0,93,1,Organic Search,0,Qualification
L23179,Melanie Thomas,Arnold-Berg,VP of Marketing,Retail,Africa,0,0.0,0,0,Reference,1,Negotiation
L23180,Kimberly Foster,"Moon, Obrien and Powers",Growth Lead,Consulting,South America,0,0.0,0,0,Olark Chat,0,Qualification
L23181,Adam Davis,Ryan and Sons,Chief Product Officer,Technology,Asia,2,2.0,1133,1,Direct Traffic,0,Closed Won
L23182,Kimberly Patton,Bray-Smith,Account Manager,Software,Africa,2,2.0,56,2,Google,0,Closed Won
L23183,Julie Floyd,Carlson-Stewart,Account Manager,Finance,Oceania,6,6.0,134,0,Direct Traffic,0,Qualification
L23184,Mark King,Rodriguez-Vasquez,Marketing Manager,Manufacturing,North America,0,0.0,0,0,Olark Chat,1,Qualification
L23185,Michael Hopkins,Harris-Taylor,Business Development Executive,Healthcare,Europe,2,1.0,127,0,Google,0,Closed Lost
L23186,Larry Jones,"Johnson, Pierce and Ray",Business Development Executive,Retail,Africa,2,1.0,6,0,Google,1,Prospecting
L23187,Phyllis Camacho,Thompson PLC,Head of Sales,Healthcare,Oceania,3,3.0,129,0,Organic Search,0,Prospecting
L23188,Sydney Gutierrez,Brooks PLC,Head of Sales,Software,Africa,2,2.0,1236,0,Google,1,Prospecting
L23189,Robert Garrison,Werner PLC,Business Development Executive,Technology,Oceania,3,1.5,187,0,Google,0,Qualification
L23190,Michelle Garrett,"Burns, Villa and Craig",Account Manager,Healthcare,Europe,3,3.0,110,2,Direct Traffic,1,Prospecting
L23191,Ms. Shannon Moreno,Diaz Group,Head of Sales,Software,North America,0,0.0,0,0,Olark Chat,0,Prospecting
L23192,Jeremy Carrillo,Green PLC,Account Manager,Consulting,Asia,9,4.5,838,0,Google,0,Qualification
L23193,Frank Leach,"Shaw, Ford and King",VP of Marketing,Consulting,Asia,11,2.75,565,1,Google,0,Qualification
L23194,Janet Edwards,"Bowen, Hall and Pena",Business Development Executive,Software,North America,5,5.0,811,1,Organic Search,0,Prospecting
L23195,Elizabeth Brown,Mcguire Inc,Head of Sales,Technology,Oceania,5,2.5,312,0,Google,0,Prospecting
L23196,Sarah Montgomery,Fox-Cline,Account Manager,Healthcare,Asia,6,3.0,1445,1,Direct Traffic,1,Proposal
L23197,Jessica Powell,"Jacobs, Reynolds and Gregory",Revenue Ops Analyst,Finance,Africa,2,2.0,56,0,Google,0,Negotiation
L23198,Joshua Medina,"Smith, Coleman and Bryant",Chief Product Officer,Healthcare,Oceania,2,2.0,1440,0,Google,0,Qualification
L23199,Brandon Smith,"Wolfe, English and Montgomery",Sales Director,Consulting,Europe,11,3.67,33,0,Organic Search,0,Proposal
L23200,Amy Guerra,Shaw Inc,Growth Lead,Consulting,Asia,9,4.5,63,0,Direct Traffic,0,Qualification
L23201,Katie Sims,Stevenson-Valenzuela,Marketing Manager,Manufacturing,Asia,2,2.0,440,1,Google,1,Qualification
L23202,Adam Davis,Ryan and Sons,Chief Product Officer,Technology,Asia,2,2.0,1133,0,Direct Traffic,0,Closed Lost
L23203,Sarah Perez,Allen PLC,Marketing Manager,Manufacturing,North America,3,3.0,306,1,Organic Search,0,Prospecting
L23204,Linda West,Barnett-Gonzales,Revenue Ops Analyst,Technology,Europe,2,1.0,189,1,Google,0,Qualification
L23205,Bryan Murphy,Bernard Inc,VP of Marketing,Technology,Asia,5,2.5,33,0,Organic Search,1,Proposal
L23206,Aaron Miller,Silva and Sons,Business Development Executive,Finance,Europe,3,1.0,131,2,Google,0,Qualification
L23207,Wanda Foster,Powell-Olson,Account Manager,Retail,Asia,0,0.0,0,1,Olark Chat,0,Qualification
L23208,Caitlin Mcgee,Cole PLC,VP of Marketing,Consulting,Africa,0,0.0,0,0,Olark Chat,0,Qualification
L23209,James Woodward,Thompson PLC,Growth Lead,Consulting,Africa,11,11.0,825,1,Referral Sites,1,Closed Won
L23210,Jay Allen,Grimes-Castillo,Account Manager,Manufacturing,South America,5,5.0,41,0,Google,0,Qualification
L23211,Mr. Jeffrey Marsh DDS,"Hanson, Ballard and Gonzalez",Account Manager,Technology,South America,3,3.0,1417,0,Direct Traffic,0,Prospecting
L23212,Dalton Smith,Mitchell-Yu,Revenue Ops Analyst,Technology,Europe,1,1.0,60,1,Direct Traffic,0,Proposal
L23213,Laurie Gonzalez,"Nguyen, Stark and Turner",Revenue Ops Analyst,Healthcare,North America,2,2.0,133,1,Google,0,Proposal
L23214,Samuel Harris,Jones LLC,Growth Lead,Healthcare,Oceania,3,1.5,414,0,Google,0,Qualification
L23215,Kevin Young,Russell Inc,Sales Director,Software,Europe,0,0.0,0,0,Olark Chat,1,Proposal
L23216,Michael Moore,Hernandez-Black,Account Manager,Consulting,South America,8,4.0,190,1,Google,1,Prospecting
L23217,Michelle Williams,Wise-Rhodes,Chief Product Officer,Healthcare,Oceania,8,8.0,27,2,Organic Search,0,Closed Lost
L23218,Zachary Thompson,"West, Little and Adams",Chief Product Officer,Manufacturing,Africa,3,3.0,317,0,Organic Search,0,Prospecting
L23219,Michael Erickson,Neal and Sons,Growth Lead,Consulting,South America,0,0.0,0,0,Olark Chat,0,Qualification
L23220,Karen Johnson,Esparza-Lopez,Head of Sales,Healthcare,Europe,0,0.0,0,0,Facebook,1,Qualification
L23221,Brian Moore,Stevenson-Boyd,Head of Sales,Consulting,Asia,0,0.0,0,2,Olark Chat,0,Closed Lost
L23222,Deborah Johnson,Fleming and Sons,Account Manager,Software,Oceania,4,4.0,321,0,Google,1,Closed Won
L23223,Mark Chapman,Baldwin LLC,Growth Lead,Finance,Europe,5,5.0,215,0,Google,0,Qualification
L23224,Tonya Vazquez,Crawford-Schwartz,Marketing Manager,Software,Oceania,5,1.25,254,1,Direct Traffic,1,Closed Lost
L23225,John Davis,Holmes LLC,Revenue Ops Analyst,Consulting,South America,1,1.0,2,0,Direct Traffic,0,Closed Lost
L23226,Raymond Doyle,Cobb-Gray,Account Manager,Software,South America,0,0.0,0,0,Olark Chat,0,Negotiation
L23227,Nancy Herman,Smith LLC,Growth Lead,Consulting,Africa,0,0.0,0,0,Reference,1,Prospecting
L23228,Brittany Perez,"Weaver, Davidson and Reilly",Growth Lead,Technology,Asia,0,0.0,0,1,Reference,1,Proposal
L23229,Madeline Sanders,Richards Ltd,Sales Director,Consulting,Europe,5,5.0,1067,2,Organic Search,0,Closed Won
L23230,Dr. Gail Anthony,Harrington and Sons,VP of Marketing,Healthcare,Oceania,2,2.0,444,0,Google,0,Negotiation
L23231,Rick Alexander,"Patton, House and Wells",Chief Product Officer,Manufacturing,Africa,2,2.0,949,1,Google,1,Prospecting
L23232,Kathryn Smith,Olsen-Solomon,Growth Lead,Healthcare,Europe,2,2.0,1316,2,Direct Traffic,0,Closed Lost
L23233,Meagan Harris,Pruitt-Hansen,Account Manager,Consulting,Asia,2,2.0,63,2,Direct Traffic,0,Closed Lost
L23234,Daniel Santiago,"Phillips, Lee and Gallagher",VP of Marketing,Manufacturing,South America,5,5.0,1326,0,Organic Search,0,Proposal
L23235,Rebecca Flowers,Hess PLC,VP of Marketing,Consulting,North America,2,2.0,61,0,Direct Traffic,0,Negotiation
L23236,Christopher Washington,Byrd-Moore,Head of Sales,Retail,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L23237,Kiara Martinez,"Dunlap, Small and Watts",Chief Product Officer,Technology,Oceania,5,2.5,946,0,Direct Traffic,0,Qualification
L23238,Jacqueline Rivera,Rosario-Fleming,VP of Marketing,Manufacturing,Europe,5,1.25,271,0,Organic Search,0,Closed Won
L23239,George Sanders,"Cervantes, Huffman and Mcintosh",Chief Product Officer,Software,North America,5,2.5,124,0,Direct Traffic,0,Prospecting
L23240,Alexis Wilson,Noble-Moore,Marketing Manager,Consulting,Oceania,0,0.0,0,2,Olark Chat,1,Prospecting
L23241,Matthew Mccormick,Nelson Group,Sales Director,Technology,Oceania,2,2.0,6,0,Direct Traffic,0,Closed Won
L23242,Alexandra Nguyen,"Martin, Evans and Browning",Growth Lead,Retail,Europe,0,0.0,0,1,Olark Chat,1,Qualification
L23243,Paul Greene,Johnson-Lewis,Business Development Executive,Consulting,South America,3,3.0,1143,0,Google,1,Proposal
L23244,Chris Smith,"Allison, Brown and Salazar",Growth Lead,Manufacturing,Oceania,4,4.0,526,1,Google,0,Qualification
L23245,Shannon Hurley,Mathis-Cook,VP of Marketing,Software,Europe,4,1.33,913,0,Google,1,Closed Lost
L23246,Courtney Webb,Nguyen-Martinez,Head of Sales,Retail,Asia,24,8.0,1015,0,Organic Search,1,Prospecting
L23247,Omar Ferguson,Perez-Harrington,Chief Product Officer,Consulting,Europe,2,2.0,139,0,Google,1,Qualification
L23248,Kimberly Avery,West-Brown,Revenue Ops Analyst,Finance,South America,10,3.33,918,1,Direct Traffic,1,Closed Lost
L23249,Darrell Brown,Moss-Bullock,Revenue Ops Analyst,Manufacturing,Oceania,0,0.0,0,0,Olark Chat,0,Qualification
L23250,Peter Garcia,Farmer-Howell,VP of Marketing,Retail,South America,4,4.0,1701,0,Google,1,Prospecting
L23251,Brenda Knight,Smith-Davis,Marketing Manager,Finance,Asia,3,3.0,323,1,Google,0,Prospecting
L23252,Mr. David Dyer,Gomez Inc,Business Development Executive,Manufacturing,North America,13,6.5,1097,0,Referral Sites,1,Prospecting
L23253,Patricia Hunter,Smith-Smith,Head of Sales,Healthcare,Europe,0,0.0,0,2,Reference,1,Proposal
L23254,Julie Delgado,Gibson Ltd,Revenue Ops Analyst,Finance,South America,4,4.0,1495,0,Direct Traffic,1,Qualification
L23255,Robin Marshall,"Mcclure, Murphy and Jones",Growth Lead,Healthcare,Africa,5,5.0,160,1,Google,0,Prospecting
L23256,David Reed,Palmer-Rogers,VP of Marketing,Consulting,South America,2,1.0,1188,0,Google,0,Negotiation
L23257,Christopher Valdez,Roberts-James,Growth Lead,Technology,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L23258,Lauren Anderson,Page-Harper,VP of Marketing,Manufacturing,Asia,5,5.0,358,2,Organic Search,0,Prospecting
L23259,James Harding,"Campbell, Cabrera and Dickerson",Sales Director,Manufacturing,Oceania,5,2.5,100,0,Google,1,Negotiation
L23260,Henry Holland,Spencer Inc,Chief Product Officer,Technology,Europe,3,1.5,101,0,Direct Traffic,0,Closed Won
L23261,Brian Rodgers,"Wallace, Curry and Brennan",VP of Marketing,Software,Europe,5,1.67,150,0,Google,0,Closed Lost
L23262,Carmen Holt,Burch and Sons,VP of Marketing,Healthcare,Oceania,2,2.0,70,2,Direct Traffic,0,Proposal
L23263,Mr. Eric Kidd,"Perez, Woodard and Hernandez",Chief Product Officer,Technology,Africa,0,0.0,0,1,Olark Chat,1,Closed Won
L23264,Steven Robinson,"Cox, Macias and Moore",Business Development Executive,Healthcare,South America,5,2.5,1216,0,Referral Sites,1,Qualification
